"BPS_NAME","lat","lon","elev","Tg.90th","Tg.10th","Tg","Tw","Tc","Tclx","p","e","M.90","M.10","M","m","md","max3aet","n"
"East Gulf Coastal Plain Maritime Forest",30.341667175293,-86.8083343505859,4,25.5525005340576,25.2986663818359,25.3883323669434,27.8250007629395,10.5299997329712,-6.38956149457101,1652.26000976562,963.317443847656,1.7968111753989,1.47236489941109,1.73848013154308,0.634833931922913,0.994450150523335,351.470779418945,7
"East Gulf Coastal Plain Near-Coast Pine Flatwoods",30.1208333969116,-84.3833312988281,11,25.5033338546753,24.9448329925537,25.2654161453247,27.5149993896484,11.0450000762939,-8.05176146529389,1511.73504638672,1084.05859375,1.56658906081352,1.23576005640522,1.39131153795987,0.581819415092468,0.946578003466129,378.784881591797,300
"East Gulf Coastal Plain Northern Dry Upland Hardwood Forest",34.8666648864746,-88.2583312988281,143,23.4838340759277,22.0098331451416,22.5266666412354,26.2849998474121,4.13999938964844,-13.5899569568305,1407.86999511719,880.006652832031,1.67367705883353,1.46795493178758,1.60023003024091,0.615418672561646,0.918298184871674,325.526397705078,393
"East Gulf Coastal Plain Northern Loess Bluff Forest",34.5833320617676,-89.9749984741211,92,24.496166229248,22.2556671142578,23.4700012207031,27.1200008392334,4.44000053405762,-12.395525212469,1394.56994628906,894.095886230469,1.57766926831856,1.46259262776327,1.54493113329113,0.607062041759491,0.87996319681406,316.921775817871,163
"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",36.5750007629395,-88.841667175293,129,22.4831665039063,21.8804996490478,22.0874996185303,26.1450004577637,2.21500015258789,-16.3318516297466,1315.96997070312,821.509521484375,1.67533413077795,1.54880515443082,1.58408540377718,0.61301589012146,0.889989025890827,315.185356140137,89
"East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest",33.6916656494141,-89.4499969482422,104,23.5648323059082,22.9670009613037,23.2316665649414,26.7849998474121,5.51999998092651,-11.9033056757167,1428.36999511719,928.767822265625,1.58574335268453,1.48178501887044,1.53822728500943,0.606024265289307,0.913737520575523,328.630271911621,43
"East Gulf Coastal Plain Savanna and Wet Prairie",30.4833335876465,-88.8666687011719,12,25.4435005187988,25.0878345489502,25.2491664886475,27.7299995422363,10.3249998092651,-6.52092766180918,1667.34997558594,991.349975585938,1.75968318255732,1.63519001940809,1.68694333090582,0.627829909324646,0.999999992338513,363.017295837402,19
"East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods",33.4166660308838,-88.7666702270508,79.5,23.9212503433228,23.2933340072632,23.6879167556763,27.1824998855591,5.91499996185303,-11.2326356227145,1407.05999755859,944.544067382812,1.5509909918005,1.46059615041338,1.48751272874928,0.59799200296402,0.915016643702984,328.550491333008,56
"East Gulf Coastal Plain Southern Loess Bluff Forest",30.9166660308838,-91.216667175293,42,25.2361660003662,24.4516662597656,24.8683319091797,27.5650005340576,9.77499961853027,-7.16497861321022,1580.77001953125,1026.55505371094,1.57045620735105,1.52248565179462,1.54697966108003,0.607378125190735,0.986351719126105,371.67113494873,63
"East-Central Texas Plains Post Oak Savanna and Woodland",31.1749992370605,-96.2750015258789,125,26.3541660308838,24.4233322143555,25.6266670227051,28.8950004577637,9.26000022888184,-7.32602276892657,1053.15002441406,1072.81652832031,1.18157232444751,0.772536187396533,0.978164700776162,0.494480907917023,0.767212644219398,293.790000915527,471
"East-Central Texas Plains Southern Pine Forest and Woodland",30.0583324432373,-97.158332824707,121,26.3528327941895,25.775666809082,26.1041660308838,29.1399993896484,10.2849998474121,-6.49906614643059,934.910034179688,1122.64562988281,0.963749611646446,0.762631696203867,0.853258542442244,0.460409909486771,0.732196778059006,275.340003967285,19
"Eastern Boreal Floodplain",47.7708320617676,-93.0541648864746,376,14.4986669540405,12.9160001754761,14.0770831108093,19.1125001907349,-14.1675000190735,-35.3073484349373,713.605010986328,493.316650390625,1.58209737032474,1.24428654670761,1.44977073678085,0.591793954372406,0.975727064535022,280.472660064697,44
"Eastern Great Plains Floodplain Systems",41.908332824707,-96.2666702270508,341,19.9493339538574,16.5959999084473,18.7399997711182,23.6900005340576,-6.04500007629395,-25.3357661551747,769.650024414062,661.167297363281,1.45269751237693,0.988757848791462,1.14871509983623,0.534605622291565,0.925057448446751,296.723526000977,115
"Eastern Great Plains Tallgrass Aspen Parkland",48.7624988555908,-96.5583343505859,340,14.5818336486816,13.0785834312439,14.3866667747498,19.5649995803833,-14.9150004386902,-36.1424753897171,573.399993896484,504.376541137695,1.20731705199259,1.06954567733768,1.14023226037737,0.532758891582489,0.89773340895772,259.004146575928,40
"Eastern Great Plains Wet Meadow-Prairie-Marsh",41.1416664123535,-95.8499984741211,317,20.4258338928223,18.4178337097168,19.4883327484131,24.3349990844727,-4.48500061035156,-23.4904432127827,826.580017089844,693.277282714844,1.40288819769319,1.08801327528497,1.14419287075604,0.533624053001404,0.935724817216396,320.388519287109,17
"Eastern Highland Rim Prairie and Barrens",35.3500003814697,-86.154167175293,321,21.3358325958252,21.0675001144409,21.2754173278809,24.9650001525879,3.49000000953674,-14.4338844289731,1460.35498046875,821.467895507812,1.79442681991356,1.73747990910226,1.7700149088343,0.638989210128784,0.967030851170421,329.399612426758,6
"Edwards Plateau Dry-Mesic Slope Forest and Woodland",29.8999996185303,-98.9166679382324,523,25.5325838088989,23.9002498626709,24.4279165267944,27.3450002670288,8.47749996185303,-9.68897017702808,823.449981689453,1070.51141357422,0.828164782271452,0.675714393642499,0.760486918519083,0.431975319981575,0.727223873138428,270.454998016357,124
"Edwards Plateau Limestone Savanna and Woodland",30.716667175293,-98.8333358764648,444,25.719165802002,24.1866664886475,24.8516674041748,28.0799999237061,8.39000034332275,-9.25068682751965,772.380004882812,1089.44189453125,0.821010336030643,0.537122338604645,0.721520713520935,0.419118225574493,0.697800934314728,257.419998168945,721
"Edwards Plateau Limestone Shrubland",30.5458326339722,-100.970832824707,645,26.3921663284302,24.0037490844727,24.7408332824707,27.8299999237061,7.86500000953674,-10.6298941680379,523.299987792969,1115.45324707031,0.670817350428833,0.373723470526241,0.469884402677597,0.319674372673035,0.469884514808655,179.504999160767,270
"Edwards Plateau Riparian",30.5666675567627,-99.3916702270508,495,25.0671669006348,24.7525001525879,24.8325004577637,27.8449993133545,8.41499996185303,-9.90590160159596,687.989990234375,1108.15551757812,0.651651651485272,0.549659041421304,0.618991289653879,0.38233146071434,0.618991404771805,235.23999786377,3
"Florida Dry Prairie",27.3166675567627,-81.2583312988281,17,26.5811679840088,26.2598327636719,26.4499988555908,27.8700008392334,16.2399997711182,-2.81180824396671,1271.93994140625,1188.10803222656,1.13550495584553,0.955577313193837,1.06597531491459,0.515967071056366,0.838875263929367,383.866081237793,87
"Florida Longleaf Pine Sandhill",29.5666675567627,-82.4833297729492,31,26.5383331298828,24.8221664428711,25.5125007629395,27.6200008392334,12.6350002288818,-6.66347400647859,1345.08996582031,1118.57360839844,1.67384656004852,1.11092264225668,1.19247535164186,0.543894529342651,0.90533584356308,380.698364257812,247
"Florida Peninsula Inland Scrub",28.8083333969116,-81.5458335876465,20,26.6320838928223,25.922082901001,26.2333335876465,27.8774995803833,14.5374999046326,-4.28301747334029,1307.75500488281,1136.07092285156,1.22483428794409,1.06028776576657,1.16007961508674,0.537053883075714,0.899837758392096,379.725032806396,26
"Floridian Highlands Freshwater Marsh",28.033332824707,-81.2083358764648,8,26.7541664123535,25.7791667938232,26.3383331298828,27.8400001525879,15.6549987792969,-2.78321932488089,1321.25,1151.87438964844,1.28592828462371,1.05453666157533,1.17291792042307,0.539789319038391,0.880460947751999,378.817085266113,33
"Great Basin Pinyon-Juniper Woodland",38.6666679382324,-115.916664123535,2118,18.2051666259766,12.7348333358765,14.7783336639404,20.1049995422363,-1.64499974250793,-18.1351655094219,364.940002441406,645.48486328125,0.816344573286049,0.376286646031039,0.550869252525875,0.355200320482254,0.340220630168915,91.5254364013672,505
"Great Basin Semi-Desert Chaparral",37.7249984741211,-114.150001525879,1904,20.1066665649414,15.1341667175293,16.8675003051758,21.8950004577637,-0.300000190734863,-16.6719892114678,363.790008544922,740.612121582031,0.867776902215416,0.287672909281919,0.497818687136453,0.332362443208694,0.33628523349762,98.7001037597656,21
"Great Basin Xeric Mixed Sagebrush Shrubland",40.2958335876465,-116.25,1830.5,17.6105842590332,12.9985836982727,14.9562497138977,20.3199996948242,-2.19000005722046,-19.7935402406856,299.530014038086,680.960693359375,0.719980965077385,0.294824227817527,0.440148458113666,0.305627137422562,0.290540456771851,86.2758293151855,1752
"Great Lakes Coastal Marsh Systems",43.2750015258789,-83.125,181,18.5725002288818,14.2325000762939,17.4258327484131,21.9799995422363,-3.59000015258789,-21.9880037951899,856.929992675781,566.470397949219,1.57889725146266,1.45988633925372,1.51670026950735,0.602654278278351,0.905673310160637,238.790000915527,11
"Great Lakes Pine Barrens",46.1166648864746,-85.841667175293,284,15.1065000534058,13.5741668701172,14.0133333206177,18.6650009155273,-8.31999969482422,-27.4535476139194,797.559997558594,501.869171142578,1.7974812667388,1.34475586591846,1.5842173510925,0.613035619258881,0.881810016930103,235.860000610352,47
"Great Lakes Spruce-Fir",46.0875015258789,-85.8708343505859,233,14.1644167900085,13.7597498893738,13.9620833396912,18.4750003814697,-8.39999961853027,-26.7117544893873,823.369995117188,485.561065673828,1.73581455885983,1.65785798111143,1.69683626998563,0.629074066877365,0.884511630982161,233.169994354248,2
"Great Lakes Wet-Mesic Lakeplain Prairie",42.4416656494141,-83.5833358764648,194,18.3266677856445,16.9308338165283,17.7883338928223,22.2700004577637,-4.23000049591064,-21.8706793574488,831.659973144531,612.863037109375,1.43164270574607,1.35700766253805,1.39087143990801,0.581742465496063,0.872415021061897,247.450004577637,11
"Great Lakes Wooded Dune and Swale",41.7916679382324,-87.0833358764648,187,19.06549949646,16.4093330383301,18.2708339691162,22.7450008392334,-3.54500007629395,-20.9885169390018,955.679992675781,594.866638183594,1.66355037195953,1.53573756787159,1.61746815845278,0.617951452732086,0.980191260576248,289.862060546875,9
"Great Plains Prairie Pothole",47.4916648864746,-97.8083343505859,394,16.3541667938232,14.0383331298828,15.3266668319702,20.7450008392334,-12.585000038147,-33.7373048682418,551.890014648438,537.502990722656,1.21575172438576,0.762686952290725,0.979993374433054,0.494947820901871,0.800052970647812,255.019996643066,19
"Gulf and Atlantic Coastal Plain Floodplain Systems",33.0833320617676,-91.2583312988281,41,25.4608329772949,22.8586669921875,24.3216667175293,27.685001373291,6.88500022888184,-10.0741186129536,1328.43005371094,979.663696289062,1.52330017659813,1.16694702732712,1.43015455890052,0.588503539562225,0.869328081607819,321.770141601562,2413
"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",32.6375007629395,-88.7916641235352,71.5,25.2937498092651,22.8099994659424,23.9983329772949,27.2774991989136,7.52250003814697,-9.89191414227688,1367.18499755859,990.317779541016,1.58789933511189,1.10631690684076,1.41817113835021,0.586464315652847,0.925310164690018,346.25203704834,536
"Gulf and Atlantic Coastal Plain Swamp Systems",30.8999996185303,-85.2458305358887,27,26.5160837173462,21.9660842895508,24.9137496948242,27.5249996185303,9.90749979019165,-8.50280011345988,1326.98999023438,1000.9407043457,1.63329710641769,1.10239336713465,1.4357894828297,0.589455395936966,0.912316452711821,357.228275299072,718
"Gulf and Atlantic Coastal Plain Tidal Marsh Systems",29.841667175293,-90.1333312988281,1,26.0643337249756,21.7639991760254,25.6299991607666,27.9750003814697,10.8450002670288,-4.9141666287837,1521.28991699219,969.797302246094,1.71532460024541,1.28302909233109,1.59147978785226,0.614120066165924,0.999999972528704,351.876220703125,365
"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",39.0125007629395,-106.529167175293,2790.5,12.4640832901001,8.90374965667725,10.3983330726624,14.8825001716614,-6.11999988555908,-25.2378201314146,671.540008544922,470.352188110352,2.03825031559043,0.942786220778918,1.39120423198947,0.581798583269119,0.680977672338486,170.834999084473,314
"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation",39.5499992370605,-111.541664123535,2856,12.046667098999,8.83749961853027,10.2258338928223,15.4399995803833,-5.59499931335449,-23.0598569759358,792.809997558594,435.175506591797,2.61724877922444,1.17502601865042,1.8324347384936,0.646946847438812,0.638248085975647,141.675197601318,91
"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - Low Elevation",38.2750015258789,-110.599998474121,2633,13.515832901001,9.44166660308838,11.9125003814697,16.7000007629395,-4.23999977111816,-21.5385248045859,596.969970703125,506.355987548828,1.48001362891828,0.945088659583726,1.18227769863696,0.541763186454773,0.598103076219559,145.690002441406,21
"Inter-Mountain Basins Big Sagebrush Shrubland",38.9624996185303,-112.987499237061,1773,19.7159170150757,14.0199168205261,16.6279172897339,21.8950004577637,-1.69250011444092,-19.3663233772539,297.720001220703,755.228973388672,0.589058897130675,0.269386805461151,0.392612206290685,0.28192500770092,0.291803300380707,97.5250005722046,2054
"Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush",41.8583335876465,-109.299999237061,2025,14.0948334693909,11.6261666297913,13.0845832824707,18.7025003433228,-7.60000014305115,-30.1886150127361,219.729995727539,612.271148681641,0.593007441077875,0.308874233009916,0.364064382983513,0.266896426677704,0.306779354810715,77.9650011062622,104
"Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush",42.158332824707,-108.291664123535,2041,15.6325002670288,12.0228328704834,13.8116664886475,19.5849990844727,-6.03999996185303,-27.3861129517884,268.480010986328,599.704345703125,0.625625933055266,0.319980551331313,0.451110118636658,0.310872405767441,0.373462677001953,102.550003051758,1527
"Inter-Mountain Basins Big Sagebrush Steppe",43.5083351135254,-115.141670227051,1316,17.4790826797485,13.4050833702087,15.5075001716614,21.0149993896484,-2.88499999046326,-22.6631697216255,298.229995727539,679.531646728516,0.629960384733175,0.312005125063414,0.438330248348811,0.304749384522438,0.279589653015137,94.8800020217896,2818
"Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland",39.4416675567627,-114.599998474121,2388.5,14.4543334960938,10.7915004730225,12.8854165077209,18.1300001144409,-3.51500010490417,-20.3172519625344,462.175003051758,542.747406005859,1.30219986032272,0.648875907542773,0.907569993951377,0.475758299231529,0.460371226072311,109.935166358948,112
"Inter-Mountain Basins Greasewood Flat",39.5666656494141,-113.266670227051,1566,19.2190006256104,13.5708335876465,17.0541667938232,22.2849998474121,-1.6800000667572,-20.0565482447085,230.690002441406,807.219055175781,0.490312901143053,0.1952606889288,0.299950205436116,0.230739757418633,0.247270345687866,82.0399990081787,649
"Inter-Mountain Basins Juniper Savanna",35.1166667938232,-108.237499237061,1984.5,21.0742506027222,15.4788333892822,17.6525001525879,22.1325006484985,0.247499823570251,-18.4818273008087,319.270004272461,871.682373046875,0.484481930067912,0.303856474617525,0.362624671350188,0.266083613038063,0.340361267328262,166.60000038147,24
"Inter-Mountain Basins Mat Saltbush Shrubland",43.091667175293,-108.391670227051,1459,20.5046669006348,14.0640001296997,16.0208320617676,21.9449996948242,-5.75500011444092,-27.2681701757041,205.639999389648,696.859313964844,0.458094752902647,0.213592404067009,0.275390422461513,0.215926364064217,0.259085536003113,85.3600025177002,235
"Inter-Mountain Basins Mixed Salt Desert Scrub",38.4874992370605,-113.441665649414,1578,20.4285833358765,16.2916666030884,18.1808338165283,23.5650005340576,-0.605000019073486,-18.0422941012909,214.164993286133,861.743957519531,0.351930363131364,0.161749367629957,0.253062902083891,0.201955460011959,0.212014347314835,72.2049989700317,2138
"Inter-Mountain Basins Mixed Salt Desert Scrub - North",38.2166652679443,-104.200000762939,1711,18.7734172821045,15.830583190918,17.9870834350586,23.0500001907349,-0.654999852180481,-21.2569286170765,365.735000610352,802.710632324219,0.614788808137283,0.417030973276328,0.457662116042155,0.313968136906624,0.444197863340378,172.18999671936,24
"Inter-Mountain Basins Mixed Salt Desert Scrub - South",34.658332824707,-105.983329772949,1860,18.0849990844727,17.9325008392334,17.9874992370605,22.1599998474121,0.554999828338623,-18.0925577722562,364.049987792969,879.189880371094,0.42297424663253,0.395625783643745,0.41104782373984,0.291306793689728,0.385550916194916,168.130004882812,11
"Inter-Mountain Basins Montane Riparian Systems",42.6166648864746,-117.083332061768,1272.5,18.5139167785645,13.1851669311523,15.6420831680298,20.914999961853,-1.83249998092651,-19.9555397610673,288.139999389648,720.933959960938,0.893997899247983,0.24852671039006,0.395099949506543,0.283204093575478,0.250764727592468,83.6149978637695,174
"Inter-Mountain Basins Montane Sagebrush Steppe",42.529167175293,-112.383331298828,1975.5,15.5284164428711,10.0455834388733,12.9558334350586,18.0625,-4.60499954223633,-24.5577044205832,438.585021972656,574.8798828125,1.31749739188349,0.491110700758097,0.773777654165101,0.436231479048729,0.43852898478508,123.18309211731,1842
"Inter-Mountain Basins Montane Sagebrush Steppe - Low Sagebrush",38.1916675567627,-112.004169464111,2269,15.9154171943665,11.9208331108093,13.86958360672,18.9174995422363,-3.53250002861023,-21.5865206812509,369.204986572266,637.220184326172,1.10399615419402,0.371296204991331,0.573463531329364,0.364458620548248,0.401022344827652,122.428983688354,36
"Inter-Mountain Basins Montane Sagebrush Steppe - Mountain Big Sagebrush",39.966667175293,-111.166664123535,2179,16.1151660919189,11.2655004501343,13.6875,18.9050006866455,-4.95499992370605,-23.7851115274676,476.049987792969,593.544311523438,1.26283815990304,0.531559682578101,0.797114025764266,0.443552285432816,0.477379858493805,121.448192596436,219
"Inter-Mountain Basins Semi-Desert Grassland",35.9749984741211,-108.333335876465,1937,19.0403339385986,15.3949995040894,17.3883323669434,22.2000007629395,-0.579999923706055,-18.5489547336586,271.830017089844,802.67236328125,0.469623939920749,0.249943865064734,0.337805204960645,0.252507030963898,0.306545913219452,119.249996185303,519
"Inter-Mountain Basins Semi-Desert Shrub-Steppe",35.6833343505859,-111.275001525879,1904,19.0425003051758,14.9879999160767,17.091667175293,21.7749996185303,-0.0100002288818359,-17.3215054063991,361.910003662109,813.047058105469,0.570416087798819,0.282334524139674,0.441402787425828,0.306231409311295,0.370880007743835,145.729999542236,275
"Inter-Mountain Basins Sparsely Vegetated Systems",36.1958332061768,-115.150001525879,944,29.4542497634888,15.375416469574,23.2308330535889,28.039999961853,5.60500001907349,-9.99522674198622,161.86499786377,1149.08648681641,0.416172136538709,0.0694695701090347,0.141257408587579,0.123773485422134,0.138166040182114,65.5749988555908,754
"Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland",38.9833335876465,-115.691665649414,2672,12.4719997406006,9.76233367919922,11.2025003433228,15.6099996566772,-3.50499987602234,-19.2386913290703,479.660003662109,490.548492431641,1.13966685899467,0.796575350922891,1.00914187400564,0.502275049686432,0.479400515556335,100.678464889526,7
"Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland",42.2916679382324,-123.666664123535,816,17.6875003814697,14.9493335723877,16.3408336639404,20.2849998474121,4.09999990463257,-7.60135409410169,1605.0400390625,704.765014648438,5.3069056984136,1.78218657434163,2.64909637533601,0.725959539413452,0.468378484249115,170.407329559326,19
"Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland",41.8374996185303,-123.658332824707,1274,16.6621664047241,14.652583694458,15.5079169273376,19.7425003051758,3.52749991416931,-8.209922267022,2855.26000976562,611.463500976562,6.50585768044345,3.18089216614848,4.71284084209819,0.824954032897949,0.598258152604103,180.856199264526,18
"Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral",42.7916679382324,-123.316665649414,541,17.2663324356079,17.0103342056274,17.1383333206177,20.9750003814697,4.67750000953674,-7.46426623414127,1008.07000732422,768.254364013672,1.64740768761236,1.04144599031116,1.34442683896176,0.562027081847191,0.456309154629707,161.801221847534,2
"Laurentian Pine-Oak Barrens",44.5499992370605,-84.6999969482422,316,16.3603324890137,14.6083332061768,15.0749998092651,19.9650001525879,-7.85500049591064,-27.3825002668047,821.880004882812,546.694030761719,1.62539293951103,1.33836988677835,1.47860276234953,0.59654688835144,0.887025594711304,251.76000213623,93
"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",45.9000015258789,-87.0583343505859,271,15.8043333053589,13.8256666183472,14.4549999237061,19.3199996948242,-8.51000022888184,-27.0898941681289,788.219970703125,508.153259277344,1.70050470172458,1.35987980874219,1.50276766088635,0.600442349910736,0.901564568281174,249.449996948242,285
"Laurentian-Acadian Floodplain Systems",44.6708335876465,-76.9583320617676,348.5,16.4005830764771,14.1849999427795,15.5066666603088,20.1999998092651,-8.7649998664856,-29.5305686691037,951.049987792969,526.548889160156,2.18931149497437,1.34892408377083,1.77074251728827,0.639082342386246,0.972608683630824,282.592979431152,94
"Laurentian-Acadian Jack Pine Barrens and Forest",46.6375007629395,-94.091667175293,385,15.4864165306091,14.401166343689,14.800416469574,19.9574995040894,-12.7549991607666,-33.300904803522,698.709991455078,512.699645996094,1.53374780460244,1.29924648261853,1.35710611961149,0.575750648975372,0.961654221639037,278.611724853516,174
"Laurentian-Acadian Northern Hardwoods Forest",44.4000015258789,-76.3958358764648,374.5,16.3117498397827,13.3324171066284,14.9475002288818,19.5699996948242,-8.52499961853027,-28.1399053418478,1018.32498168945,520.000366210938,2.63652687863012,1.46654264974661,1.88364565724312,0.653216749429703,0.98992589302361,279.843475341797,3040
"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",45.8666648864746,-89.2374992370605,389,15.553750038147,13.7870836257935,14.2745833396912,19.1000003814697,-10.522500038147,-29.8156806261586,811.420013427734,504.818511962891,1.73992167247396,1.46074319256948,1.58882307305614,0.613724082708359,0.970212713815272,275.205001831055,446
"Laurentian-Acadian Northern Pine Forest",48.1750011444092,-93.8958320617676,368.5,14.0774997711182,14.0641666412354,14.0708332061768,19.0875005722046,-14.6749992370605,-36.2662619053547,679.480010986328,508.866134643555,1.33610722809549,1.33445746372563,1.33528234591056,0.571786165237427,0.959411012008786,278.604816436768,2
"Laurentian-Acadian Northern Pine(-Oak) Forest",44.7458343505859,-87.8166656494141,305,16.3428327560425,14.1698335647583,15.3820829391479,20.1800003051758,-8.96500015258789,-28.6812702257743,825.875,535.059967041016,2.10832240895568,1.35014997690508,1.52113816626982,0.603353768587112,0.960904406383634,276.798595428467,694
"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",43.6208324432373,-74.6999969482422,295.5,16.2199159622192,14.3067503929138,15.4354166984558,19.9950008392334,-6.98000001907349,-26.3436423862707,1096.80999755859,538.461761474609,2.3979904009059,1.44688526070868,2.02508184185488,0.669430404901505,0.9874337608926,285.629890441895,582
"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",47.6333332061768,-94.6291694641113,353.5,15.8924163818359,13.8759996414185,14.2237496376038,19.335000038147,-13.9224996566772,-34.8653082064473,671.475006103516,501.626190185547,2.27945281550971,1.21150841380065,1.33428099841352,0.571601778268814,0.965377047657967,275.117763519287,58
"Laurentian-Acadian Swamp Systems",44.7416667938232,-69.8791694641113,130.5,16.3920001983643,13.1511665344238,14.7929167747498,19.522500038147,-8.37249994277954,-28.6343217316985,1138.98498535156,512.410263061523,2.50677825439097,1.7542710539989,2.2298542770491,0.690388530492783,0.987885127775371,282.205020904541,62
"Llano Uplift Acidic Forest-Woodland-Glade",30.7250003814697,-98.5541687011719,366,25.5416669845581,24.7795829772949,25.1862497329712,28.4349994659424,8.54500007629395,-9.31784164200226,737.344970703125,1103.43017578125,0.719319342441571,0.634503283438382,0.672584948044096,0.402122929692268,0.661660343408585,243.280002593994,46
"Lower Mississippi Alluvial Plain Grand Prairie",34.6666679382324,-91.5083312988281,62,23.9141674041748,23.6800003051758,23.796667098999,27.6049995422363,4.73999977111816,-11.6927258494428,1264.91003417969,892.798950195312,1.43006336157649,1.39123921075047,1.41526612516583,0.585966944694519,0.809135794639587,281.815055847168,51
"Lower Mississippi River Dune Woodland and Forest",36.125,-90.9291687011719,80.5,23.2978326797485,22.5537494659424,22.7862501144409,27.0075006484985,2.59249997138977,-15.3475121924485,1203.6650390625,846.70849609375,1.46242480956379,1.38819686751647,1.43045739545947,0.588553726673126,0.83278001844883,284.210094451904,22
"Lower Mississippi River Flatwoods",34.5541667938232,-91.1750030517578,54,24.8086658477783,23.3024997711182,23.7866668701172,27.5700006484985,4.54250001907349,-11.9418077501341,1292.51501464844,893.631896972656,1.46367847187254,1.41691607195854,1.43537378002835,0.589385420084,0.826139941811562,296.066287994385,214
"Madrean Encinal",33.3250007629395,-109.929164886475,1775,21.686916923523,16.660916519165,18.6454162597656,22.5650005340576,3.24249994754791,-13.46773255172,497.28498840332,901.906280517578,0.714667496197671,0.437905096764617,0.544327368523713,0.352468833327293,0.472587108612061,223.364999771118,232
"Madrean Juniper Savanna",33.1041660308838,-107.549999237061,1752,21.7084997177124,18.1820003509521,19.5841665267944,23.1575002670288,3.88500022888184,-13.8617651692735,426.960006713867,966.192016601562,0.526762728279074,0.297557174785747,0.456284908074186,0.313321009278297,0.419119477272034,206.175003051758,18
"Madrean Lower Montane Pine-Oak Forest and Woodland",33.2666664123535,-109.441669464111,1913.5,20.8715835571289,15.3557495117187,17.8916664123535,21.7049999237061,2.60750007629395,-13.1867398446626,546.299987792969,852.206176757812,0.951657568017357,0.446537681108853,0.660215703416829,0.397668153047562,0.524601429700851,238.11372756958,134
"Madrean Oriental Chaparral",31.6083335876465,-104.854164123535,1837,20.4262493133545,19.6495830535889,20.0379161834717,22.7075004577637,5.25250029563904,-10.9702338360659,484.854995727539,901.661895751953,0.553209623990005,0.520700848042594,0.5369552360163,0.349249243736267,0.523917257785797,236.284999847412,2
"Madrean Pinyon-Juniper Woodland",33.1375007629395,-109.591667175293,1823.5,21.3761674880981,16.9115833282471,19.0541667938232,22.5525007247925,3.98249971866608,-11.8922637638143,509.044998168945,895.102203369141,0.721275927713217,0.446035622573033,0.564399960477644,0.360777243971825,0.489191919565201,219.255002975464,204
"Madrean Upper Montane Conifer-Oak Forest and Woodland",33.3666648864746,-108.716667175293,2750,12.7299995422363,12.7299995422363,12.7299995422363,15.8950004577637,-1.17999982833862,-15.6913165453347,838.309997558594,520.813293457031,1.6096168187882,1.6096168187882,1.6096168187882,0.616801977157593,0.743002653121948,228.124004364014,1
"Mediterranean California Alpine Fell-Field",37.9249992370605,-119.224998474121,3428,6.09083318710327,6.09083318710327,6.09083318710327,10.2049999237061,-6.48000049591064,-22.991886176229,828.899963378906,306.09521484375,2.70797991077396,2.70797991077396,2.70797991077396,0.730311393737793,0.450012803077698,57.7199993133545,1
"Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland",40.75,-122.666664123535,964,19.9088329315186,15.2125001907349,17.4850006103516,21.6949996948242,3.94000005722046,-8.70610869803061,1113.35998535156,786.728942871094,2.087632237061,0.768073212337786,1.43739247009402,0.589725494384766,0.403854787349701,153.524982452393,529
"Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland",41.4499988555908,-122.533332824707,687,20.8291664123535,16.2666664123535,17.3762502670288,21.5150003433228,3.85250020027161,-9.18359160760826,834.430023193359,836.371734619141,1.88212123713648,0.599278999028303,1.01010386759598,0.502512246370316,0.371194392442703,147.392414093018,76
"Mediterranean California Mesic Mixed Conifer Forest and Woodland",40.9125003814697,-121.616668701172,1557,17.4892496109009,12.1136664390564,15.2108330726624,19.477499961853,1.48750013113022,-12.4590105881687,1163.57501220703,646.387817382812,2.9940978645812,1.00439529329733,1.81467378998555,0.644719034433365,0.424089401960373,133.392936706543,534
"Mediterranean California Mesic Serpentine Woodland and Chaparral",38.5208339691162,-121.3125,1096.5,20.2600002288818,16.258749961853,19.8391666412354,24.0299997329712,5.98499989509583,-5.87278088307443,582.125,812.548706054688,1.16485119820286,0.621722370065309,0.712991535653048,0.41584686934948,0.29539754986763,109.120087623596,6
