"site","COVERTYPE","LRU2","drain","chem","text","form","ntrees","prop","Pinus","Tsuga","Fagus","Acer","Tilia","Carya","Quercus","Ulmus","Fraxinus","Larix","Thuja","Picea","Abies","PopLirio","Betula","Aesculus","Alnus","Castanea","Celtis","Cercis","Cornus","Crataegus","Cupressaceae","Juglans","Morus","NyssaLiquidambar","OstryaCarpinus","Platanus","Prunus","RobiniaGleditsia","Salix","Sassafras","rarea"
"96B moist typic clayey plains","BLACK ASH SWAMP","96B","moist","typic","clayey","plains",12,4.1,0,0,16.7,0,16.7,0,0,0,33.3,0,8.3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"96B dry typic clayey plains","MIXED CONIFER SWAMP","96B","dry","typic","clayey","plains",9,3.6,33.3,0,44.4,11.1,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
"96B moist euic sandy plains","BLACK ASH SWAMP","96B","moist","euic","sandy","plains",4,0.9,0,0,0,0,0,0,0,0,50,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"96B dry typic sandy plains","SAND DUNE","96B","dry","typic","sandy","plains",10,0.2,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"96B dry rich sandy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96B","dry","rich","sandy","slopes",46,74.2,6.5,6.5,47.8,23.9,0,0,0,4.3,4.3,0,0,4.3,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9
"96B wet euic mucky plains","MIXED HARDWOOD SWAMP","96B","wet","euic","mucky","plains",21,6.1,4.8,4.8,4.8,23.8,4.8,0,0,14.3,23.8,0,9.5,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,5.7
"96B wet euic sandy plains","MIXED HARDWOOD SWAMP","96B","wet","euic","sandy","plains",20,12,0,5,10,20,5,0,0,5,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
"96B dry typic loamy plains","CEDAR SWAMP","96B","dry","typic","loamy","plains",15,1.8,6.7,13.3,20,13.3,0,0,0,0,20,0,13.3,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"96B dry rich sandy plains","MIXED CONIFER SWAMP","96B","dry","rich","sandy","plains",11,1.1,36.4,9.1,27.3,9.1,0,0,9.1,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"96B dry spodic sandy plains","WHITE PINE-WHITE OAK FOREST","96B","dry","spodic","sandy","plains",162,8.1,43.8,1.2,14.8,10.5,0,0,25.9,0,0,0,0.6,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
"96B moist euic sandy plains","WHITE PINE-WHITE OAK FOREST","96B","moist","euic","sandy","plains",23,4.9,30.4,8.7,17.4,8.7,0,0,21.7,4.3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
"96B dry typic loamy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96B","dry","typic","loamy","slopes",20,31.2,0,25,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,41.2
"96B dry spodic sandy slopes","WHITE PINE-WHITE OAK FOREST","96B","dry","spodic","sandy","slopes",8,4.8,50,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
"96B dry typic sandy plains","WHITE PINE-WHITE OAK FOREST","96B","dry","typic","sandy","plains",1143,23.5,46.9,0.6,4.2,2.4,0,0,42.8,0.3,0.4,0,0.3,0,0,1.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,22.5
"96B dry typic sandy slopes","WHITE PINE-WHITE OAK FOREST","96B","dry","typic","sandy","slopes",94,30.8,46.8,0,7.4,2.1,0,0,40.4,0,2.1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4
"96B moist dysic mucky plains","MIXED CONIFER SWAMP","96B","moist","dysic","mucky","plains",18,50,5.6,11.1,5.6,0,0,0,0,0,11.1,27.8,0,27.8,0,0,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
"96B dry typic mucky plains","MIXED CONIFER SWAMP","96B","dry","typic","mucky","plains",4,15.4,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"96B moist euic mucky plains","SHRUB SWAMP/EMERGENT MARSH","96B","moist","euic","mucky","plains",10,9.8,30,10,30,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
"96B dry rich sandy plains","WHITE PINE-RED PINE FOREST","96B","dry","rich","sandy","plains",34,3.4,76.5,0,11.8,5.9,0,0,0,0,0,0,0,0,0,2.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
"96B dry typic clayey plains","WHITE PINE-MIXED HARDWOOD FOREST","96B","dry","typic","clayey","plains",17,6.7,11.8,5.9,47.1,5.9,0,0,0,0,0,17.6,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
"96B dry typic alluvial floodplain","MIXED CONIFER SWAMP","96B","dry","typic","alluvial","floodplain",22,8.3,22.7,22.7,9.1,4.5,0,0,9.1,9.1,4.5,0,9.1,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"96B wet dysic mucky plains","SHRUB SWAMP/EMERGENT MARSH","96B","wet","dysic","mucky","plains",6,11.1,33.3,16.7,0,16.7,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1
"96B moist dysic mucky plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","96B","moist","dysic","mucky","plains",4,11.1,0,25,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2
"96B dry typic clayey slopes","CEDAR SWAMP","96B","dry","typic","clayey","slopes",2,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B wet typic clayey slopes","WHITE PINE-MIXED HARDWOOD FOREST","96B","wet","typic","clayey","slopes",2,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B dry typic loamy plains","LAKE/RIVER","96B","dry","typic","loamy","plains",13,1.5,23.1,0,30.8,0,0,0,15.4,0,7.7,0,15.4,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96B dry typic sandy slopes","WHITE PINE-MIXED HARDWOOD FOREST","96B","dry","typic","sandy","slopes",42,13.8,33.3,16.7,21.4,11.9,0,0,11.9,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7
"96B wet euic mucky plains","WHITE PINE-MIXED HARDWOOD FOREST","96B","wet","euic","mucky","plains",14,4.1,0,14.3,28.6,14.3,0,0,0,7.1,7.1,0,14.3,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
"96B dry typic sandy slopes","HEMLOCK-WHITE PINE FOREST","96B","dry","typic","sandy","slopes",23,7.5,39.1,21.7,21.7,8.7,0,0,4.3,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
"96B moist typic alluvial floodplain","MIXED CONIFER SWAMP","96B","moist","typic","alluvial","floodplain",33,12.4,24.2,36.4,9.1,3,3,0,6.1,0,6.1,0,6.1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12.4
"96B wet typic alluvial floodplain","MIXED HARDWOOD SWAMP","96B","wet","typic","alluvial","floodplain",59,18.8,10.2,13.6,5.1,11.9,6.8,0,0,22,16.9,5.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,3.4,0,19.4
"96B moist euic mucky plains","WHITE PINE-MIXED HARDWOOD FOREST","96B","moist","euic","mucky","plains",8,7.8,0,12.5,62.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5
"96B wet typic loamy plains","MIXED HARDWOOD SWAMP","96B","wet","typic","loamy","plains",6,2.7,0,50,0,16.7,0,0,0,16.7,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
"96B wet typic alluvial floodplain","WHITE PINE-WHITE OAK FOREST","96B","wet","typic","alluvial","floodplain",12,3.8,8.3,0,16.7,0,8.3,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"96B moist euic sandy plains","MIXED CONIFER SWAMP","96B","moist","euic","sandy","plains",76,16.2,5.3,26.3,17.1,6.6,0,0,0,1.3,15.8,6.6,10.5,0,0,1.3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
"96B dry typic sandy plains","OAK/PINE BARRENS","96B","dry","typic","sandy","plains",251,5.2,48.6,0,0,0.4,0,0,48.2,0.4,0.8,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
"96B dry typic loamy plains","WHITE PINE-WHITE OAK FOREST","96B","dry","typic","loamy","plains",96,11.3,29.2,0,9.4,9.4,0,0,45.8,1,0,0,0,0,0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
"96B moist typic loamy plains","WHITE PINE-MIXED HARDWOOD FOREST","96B","moist","typic","loamy","plains",58,10.9,13.8,10.3,53.4,6.9,0,0,1.7,5.2,1.7,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"96B wet dysic sandy plains","MIXED CONIFER SWAMP","96B","wet","dysic","sandy","plains",16,33.3,0,12.5,12.5,0,0,0,0,0,25,31.2,0,12.5,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
"96B dry rich sandy plains","SAND DUNE","96B","dry","rich","sandy","plains",2,0.2,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"96B dry typic alluvial floodplain","WHITE PINE-MIXED HARDWOOD FOREST","96B","dry","typic","alluvial","floodplain",30,11.3,33.3,10,20,6.7,0,0,6.7,0,6.7,0,10,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,19.2
"96B dry rich sandy plains","WHITE PINE-WHITE OAK FOREST","96B","dry","rich","sandy","plains",94,9.4,30.9,2.1,21.3,13.8,0,0,30.9,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"96B wet typic alluvial floodplain","WHITE PINE-MIXED HARDWOOD FOREST","96B","wet","typic","alluvial","floodplain",15,4.8,13.3,26.7,13.3,6.7,0,0,0,13.3,6.7,0,0,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,2.9
"96B moist typic clayey plains","SHRUB SWAMP/EMERGENT MARSH","96B","moist","typic","clayey","plains",14,4.8,14.3,7.1,21.4,14.3,0,0,14.3,7.1,7.1,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
"96B dry typic alluvial floodplain","BLACK ASH SWAMP","96B","dry","typic","alluvial","floodplain",4,1.5,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,
"96B dry typic loamy plains","BLACK ASH SWAMP","96B","dry","typic","loamy","plains",2,0.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"96B dry spodic sandy plains","OAK/PINE BARRENS","96B","dry","spodic","sandy","plains",2,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"94C moist euic sandy plains","WHITE PINE-RED PINE FOREST","94C","moist","euic","sandy","plains",50,10.8,44,4,0,2,0,0,2,0,0,12,14,2,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
"94C dry spodic sandy plains","HEMLOCK-WHITE PINE FOREST","94C","dry","spodic","sandy","plains",85,6.6,42.4,22.4,14.1,3.5,0,0,1.2,2.4,2.4,1.2,1.2,0,2.4,4.7,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"94C wet euic sandy plains","HEMLOCK-WHITE PINE FOREST","94C","wet","euic","sandy","plains",24,6.8,25,12.5,0,0,0,0,0,0,8.3,8.3,12.5,12.5,0,4.2,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
"94C dry typic sandy plains","CEDAR SWAMP","94C","dry","typic","sandy","plains",10,2.3,40,0,0,10,10,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"94C moist dysic sandy plains","MIXED CONIFER SWAMP","94C","moist","dysic","sandy","plains",108,16.3,14.8,17.6,0,0,0,0,0.9,0,1.9,13.9,25,10.2,1.9,8.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,19.2
"94C moist euic sandy plains","MIXED CONIFER SWAMP","94C","moist","euic","sandy","plains",130,28.1,20,6.9,4.6,2.3,0,0,0,0,0.8,23.1,18.5,4.6,4.6,10,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5
"94C moist dysic sandy plains","HEMLOCK-WHITE PINE FOREST","94C","moist","dysic","sandy","plains",71,10.7,21.1,23.9,12.7,4.2,0,0,0,1.4,4.2,1.4,9.9,7,1.4,1.4,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
"94C dry super spodic sandy plains","HEMLOCK-WHITE PINE FOREST","94C","dry","super spodic","sandy","plains",18,11.5,11.1,33.3,33.3,0,0,0,0,0,0,0,16.7,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
"94C moist euic sandy plains","CEDAR SWAMP","94C","moist","euic","sandy","plains",143,30.9,7,17.5,2.8,3.5,0.7,0,0,0.7,9.8,10.5,37.8,2.8,2.1,2.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9
"94C wet euic sandy plains","CEDAR SWAMP","94C","wet","euic","sandy","plains",122,34.7,6.6,16.4,1.6,3.3,0,0,0,0.8,2.5,13.1,39.3,4.1,0.8,0.8,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9
"94C moist euic sandy plains","HEMLOCK-WHITE PINE FOREST","94C","moist","euic","sandy","plains",18,3.9,33.3,22.2,0,5.6,0,0,0,0,5.6,5.6,16.7,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
"94C moist euic sandy plains","MIXED HARDWOOD SWAMP","94C","moist","euic","sandy","plains",16,3.5,0,12.5,0,0,0,0,0,0,0,6.2,50,0,0,12.5,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
"94C wet euic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94C","wet","euic","sandy","plains",30,8.5,10,20,20,13.3,0,0,0,0,10,3.3,10,3.3,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,19.3
"94C wet typic loamy plains","MIXED CONIFER SWAMP","94C","wet","typic","loamy","plains",84,22.3,16.7,11.9,3.6,3.6,0,0,0,0,3.6,27.4,20.2,4.8,2.4,2.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3
"94C dry typic sandy plains","WHITE PINE-RED PINE FOREST","94C","dry","typic","sandy","plains",95,21.7,74.7,2.1,0,4.2,0,0,3.2,1.1,1.1,3.2,3.2,2.1,0,3.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1
"94C wet typic loamy plains","HEMLOCK-WHITE PINE FOREST","94C","wet","typic","loamy","plains",8,2.1,12.5,25,0,0,0,0,0,0,12.5,12.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
"94C wet euic mucky plains","MIXED CONIFER SWAMP","94C","wet","euic","mucky","plains",470,42,5.5,4.5,1.9,1.3,0.2,0,0.2,0,4.3,33.4,29.6,7.2,4.3,1.9,5.3,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,42.8
"94C dry spodic sandy plains","SAND DUNE","94C","dry","spodic","sandy","plains",2,0.2,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94C dry spodic sandy plains","MIXED HARDWOOD SWAMP","94C","dry","spodic","sandy","plains",8,0.6,12.5,0,0,12.5,0,0,0,0,0,12.5,25,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"94C wet euic sandy plains","MIXED CONIFER SWAMP","94C","wet","euic","sandy","plains",127,36.1,7.9,6.3,7.1,2.4,0,0,0,0,2.4,27.6,26,6.3,1.6,5.5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,33.2
"94C moist dysic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94C","moist","dysic","sandy","plains",201,30.3,3.5,17.9,31.8,18.9,2.5,0,1.5,2,3,3,6.5,1,1,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1
"94C dry spodic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94C","dry","spodic","sandy","plains",663,51.2,5.7,19.3,37.3,22,2,0,0.6,1.1,0.6,1.4,3.6,0.6,0.5,0.9,4.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,46.7
"94C wet euic mucky plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94C","wet","euic","mucky","plains",25,2.2,0,36,16,16,0,0,0,0,0,12,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"94C wet euic mucky plains","CEDAR SWAMP","94C","wet","euic","mucky","plains",552,49.3,4.5,7.2,3.6,1.6,0,0,0,0.2,3.4,16.1,50.4,4.7,3.6,1.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2
"94C wet typic clayey plains","MIXED CONIFER SWAMP","94C","wet","typic","clayey","plains",34,13.1,5.9,0,2.9,0,0,0,0,0,8.8,2.9,35.3,17.6,5.9,14.7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
"94C moist typic loamy plains","CEDAR SWAMP","94C","moist","typic","loamy","plains",257,26.1,9.7,12.5,7.4,8.2,1.2,0,0,1.6,4.3,4.7,36.6,1.2,2.3,1.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,25.2
"94C moist typic loamy plains","MIXED CONIFER SWAMP","94C","moist","typic","loamy","plains",137,13.9,17.5,6.6,2.9,1.5,0,0,0,0,1.5,23.4,25.5,5.8,4.4,5.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,13.9
"94C dry super spodic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94C","dry","super spodic","sandy","plains",107,68.6,0,23.4,35.5,21.5,1.9,0,0,0.9,0.9,0.9,1.9,0.9,1.9,1.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,75.6
"94C moist dysic sandy plains","CEDAR SWAMP","94C","moist","dysic","sandy","plains",110,16.6,5.5,13.6,4.5,5.5,0,0,0,0,0.9,9.1,40.9,5.5,3.6,1.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.9,0,19.2
"94C wet typic clayey plains","LAKE/RIVER","94C","wet","typic","clayey","plains",51,19.7,5.9,15.7,7.8,5.9,0,0,0,0,2,9.8,29.4,0,7.8,5.9,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7
"94C moist typic loamy plains","MIXED HARDWOOD SWAMP","94C","moist","typic","loamy","plains",18,1.8,11.1,0,0,5.6,0,0,0,0,5.6,11.1,16.7,11.1,5.6,22.2,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"94C moist dysic sandy plains","MIXED HARDWOOD SWAMP","94C","moist","dysic","sandy","plains",4,0.6,0,50,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"94C wet typic loamy plains","CEDAR SWAMP","94C","wet","typic","loamy","plains",187,49.7,4.3,12.3,3.2,3.2,0,0,0.5,1.1,6.4,10.2,49.2,3.2,0.5,3.2,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3
"94C wet typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","94C","wet","typic","loamy","plains",18,4.8,22.2,5.6,5.6,0,0,0,0,0,11.1,11.1,22.2,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
"94C dry typic sandy plains","JACK PINE-RED PINE FOREST","94C","dry","typic","sandy","plains",206,47,91.3,0,0,0.5,0,0,1,0,0,2.9,1.5,1.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7
"94C wet dysic sandy plains","MIXED CONIFER SWAMP","94C","wet","dysic","sandy","plains",8,44.4,25,12.5,0,0,0,0,0,0,0,50,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"94C dry typic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94C","dry","typic","sandy","plains",39,8.9,10.3,17.9,28.2,30.8,0,0,2.6,0,0,7.7,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6
"94C dry rich sandy plains","MIXED HARDWOOD SWAMP","94C","dry","rich","sandy","plains",2,0.6,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94C dry typic sandy plains","MIXED CONIFER SWAMP","94C","dry","typic","sandy","plains",43,9.8,39.5,0,0,0,0,0,0,0,0,11.6,18.6,11.6,0,7,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
"94C dry typic sandy plains","HEMLOCK-WHITE PINE FOREST","94C","dry","typic","sandy","plains",6,1.4,0,83.3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"94C dry spodic sandy slopes","WHITE PINE-RED PINE FOREST","94C","dry","spodic","sandy","slopes",20,38.5,85,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6
"94C moist typic loamy plains","HEMLOCK-WHITE PINE FOREST","94C","moist","typic","loamy","plains",30,3.1,13.3,33.3,0,0,0,0,0,6.7,3.3,13.3,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
"94C dry spodic sandy plains","WHITE PINE-RED PINE FOREST","94C","dry","spodic","sandy","plains",185,14.3,78.4,2.7,2.7,1.1,0,0,5.4,0,0,0.5,4.9,0,0,2.7,1.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,16.8
"94C dry rich sandy plains","WHITE PINE-RED PINE FOREST","94C","dry","rich","sandy","plains",62,18.7,50,3.2,0,4.8,0,0,4.8,0,1.6,1.6,21,1.6,0,1.6,6.5,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,20.6
"94C dry rich sandy plains","CEDAR SWAMP","94C","dry","rich","sandy","plains",53,16,11.3,9.4,3.8,5.7,0,0,0,0,0,7.5,45.3,0,5.7,1.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1
"94C moist dysic sandy plains","WHITE PINE-RED PINE FOREST","94C","moist","dysic","sandy","plains",56,8.4,50,14.3,0,3.6,0,0,1.8,0,0,1.8,3.6,1.8,3.6,12.5,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
"94C dry typic sandy plains","OAK/PINE BARRENS","94C","dry","typic","sandy","plains",20,4.6,90,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"94C dry rich sandy plains","OAK/PINE BARRENS","94C","dry","rich","sandy","plains",2,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"94C dry typic sandy slopes","JACK PINE-RED PINE FOREST","94C","dry","typic","sandy","slopes",8,27.6,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
"94C wet typic clayey plains","WHITE PINE-RED PINE FOREST","94C","wet","typic","clayey","plains",12,4.6,50,0,0,0,0,0,16.7,0,0,0,8.3,8.3,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
"94C dry typic sandy slopes","MIXED CONIFER SWAMP","94C","dry","typic","sandy","slopes",4,13.8,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94C dry typic mucky plains","SHRUB SWAMP/EMERGENT MARSH","94C","dry","typic","mucky","plains",2,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94C moist typic loamy plains","WHITE PINE-RED PINE FOREST","94C","moist","typic","loamy","plains",64,6.5,20.3,3.1,3.1,3.1,0,0,0,0,1.6,6.2,46.9,1.6,0,7.8,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
"94C dry spodic sandy plains","JACK PINE-RED PINE FOREST","94C","dry","spodic","sandy","plains",180,13.9,82.2,1.7,0.6,1.7,0,0,1.1,0,0,4.4,2.8,2.2,0,2.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
"94C dry rich sandy plains","JACK PINE-RED PINE FOREST","94C","dry","rich","sandy","plains",24,7.3,79.2,4.2,0,0,0,0,0,0,0,4.2,0,0,4.2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
"94C dry spodic sandy plains","MIXED CONIFER SWAMP","94C","dry","spodic","sandy","plains",46,3.6,21.7,21.7,10.9,2.2,2.2,0,0,0,4.3,10.9,8.7,2.2,8.7,2.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
