"ESD","ID","Abies","Acer","Betula","Carya","Fagus","Fraxinus","Larix","Picea","Pinus","PopLirio","Quercus","Thuja","Tilia","Tsuga","Ulmus","Basswood","Elm","Hemlock","Hickory","Oak","Pine","Tamarack","Whitecedar","p","m","e","s","d","Twh","Tw","Tc","Tcl","Tg","Tg30","Bhs","carbdepth","clay150","floodfrq","histic","humic","humicdepth","hydric","ksatdepth","OM150","pH50","rockdepth","sand150","sand50","spodic","watertable","elev","slope","aspect","slope500","shade","popen","nopen","solar","LRU","spptotal","ES"
"111CY Acidic Peat Plains",1107,0,0.14882580190897,0.029418065212667,0.125359456986189,0.0888728620484471,0.239814773201942,0.371702894568443,0,0.00694224867038429,0.149169929325581,0.661155223846436,0.00310148159042001,0.0539352633059025,0.000913333336939104,0.300176464021206,0.000400000018998981,0.00179999996908009,0,0.0479999966919422,0,0,0.989600002765656,0,990.905426025391,0.611140936613083,630.497772216797,0.369224965572357,0.00865828571841121,28.4893503189087,22.7334489822388,-4.14854669570923,-8.18190240859985,18.3349838256836,18.3278331756592,0,250,0,0,0.855555564165115,0.144444447010756,55.5555572509766,1,250,20.5555553436279,1.63333332538605,250,0,0,0,0,245.313659667969,0.00311873212922364,3.20395815372467,0.0164947872981429,0.784867733716965,1.55554556846619,1.5698077082634,3.84080481529236,NA,1.03979999944568,NA
"111CY Dry Loam Plains",2646.23287671233,0,0.286891152342297,0.00762666670975518,0.473901489417847,0.436626680705645,0.377798109838407,0.0124896804320511,1.09589046301091e-05,0.000695433804712718,0.262363607344562,0.693317443948902,8.76712366421898e-06,0.154581855038462,0.000284109600302955,0.36307461911889,0.0155390242532482,0.302816866704483,2.73972615752726e-05,0.628164687802719,0.0291781548055029,5.47945231505453e-06,0.000663013717363754,0,987.347841027665,0.612019480091252,625.743939125375,0.376857154989896,0.017005296162057,28.4248413974292,22.6019685562343,-4.36136198697025,-8.44061215936321,18.1637718775501,18.1610857036016,0,122.970470689747,16.375166749301,0,0.013698630239049,0.118721462428978,23.146547369761,0.0700152220383082,186.779495082489,1.46071774951399,6.25435684805047,250,56.5214388599134,55.8805651991335,0,212.844203374157,272.953714031063,0.0288479613931212,3.25147638010652,0.0241173607941513,0.784006711554854,1.5557476804681,1.54908242617568,3.84410623001726,NA,0.976394623997207,NA
"111CY Dry Loam Slopes",3288,0,0.0850666686892509,0.00972000043839216,0.299219995737076,0.157113328576088,0.157386660575867,0.0444133318960667,0.0020000000949949,0.0470933318138123,0.125999212265015,0.838333368301392,0.000400000018998981,0.0611000023782253,0.00387999997474253,0.161019995808601,0.000400000018998981,0.000400000018998981,0,0.0627999976277351,1,0,0,0,969.927124023438,0.614532947540283,608.390258789062,0.387966185808182,0.0242629740387201,28.0401153564453,22.1759128570557,-4.90819263458252,-9.19825649261475,17.6317138671875,17.6236095428467,0,179.432098388672,2.98699593544006,0,0,0,7.77777767181396,0,250,0.389629632234573,2.74745678901672,250,37.1071624755859,36.5965423583984,0,250,315.980499267578,0.164773046970367,3.85815191268921,0.0771780461072922,0.786329627037048,1.51633536815643,1.44857609272003,4.04735469818115,NA,1.06359999766573,NA
"111CY Euic Moist Sand Plains",3179.25,0,0.0891033336520195,0.00689999997848645,0.526603423058987,0.0938150025904179,0.179400831460953,0.025973332580179,0,0.000530000019352883,0.216971665620804,0.89483642578125,0,0.0389416669495404,0.000100000004749745,0.137934047728777,0,0.000100000004749745,0,0.0210023184190504,0.984865114092827,0,0.00119999999878928,0,1019.89617919922,0.615892201662064,636.051177978516,0.377073056995869,0.00119255096791582,28.5331554412842,22.6641869544983,-4.50081121921539,-8.76485109329224,18.326117515564,18.3298726081848,0,97.4722232818604,9.597407579422,0,0,0.0277777779847383,21.659722328186,0.0277777779847383,245.944442749023,0.921666666865349,6.48550009727478,250,69.5300006866455,84.2055549621582,0,60.4166660308838,235.648735046387,0.0112081787083298,3.27932041883469,0.0143963755108416,0.789057642221451,1.56510999798775,1.55971905589104,3.85050565004349,NA,1.00716743251542,NA
"111CY Euic Muck Plains",2465.4,0,0.145668253302574,0.0155318139741818,0.169649995863438,0.0772746661057075,0.385155811905861,0.506833638747533,2.66666679332654e-05,0.00397955557564273,0.268565893173218,0.696456356843313,0.000500888905177514,0.0635016660516461,9.20000020414591e-05,0.333951639135679,0.000239999995877345,0.00965333340379099,2.66666679332654e-05,0.0610066678840667,0.00748911107269426,8.00000037997961e-05,0.891705606877804,0.000106666671733061,969.898352050781,0.608150132497152,624.899890136719,0.370659911632538,0.0232882621698082,28.3805861155192,22.5228122711182,-4.39798183441162,-8.5122314453125,18.0874640146891,18.0967645009359,0,198.80409749349,4.13024746576945,0,0.822222232818604,0.0444444447755814,150.079216003418,0.866666674613953,220.113903299967,55.685578918457,6.36527477900187,250,16.4040693124135,8.64914887746175,0,24.6887316385905,273.689007568359,0.0157214848324656,3.26900170644124,0.0187792805954814,0.784021906057994,1.55270301500956,1.56358522574107,3.84220191637675,NA,0.970308052577699,NA
"111CY Moist Floodplain Plains",3779.66666666667,0,0.249428893129031,0.00534222220691542,0.359865089257558,0.438084443410238,0.550728897253672,0.0114577778925498,0,0.000671111124878128,0.172059997916222,0.642253329356511,0,0.143851112574339,0,0.47674223780632,0,0.666646162668864,0,0.267866671085358,0.016800000021855,0,0.00106666671733061,0,970.03505452474,0.607172767321269,627.619364420573,0.370518147945404,0.0270445651064316,28.4343465169271,22.5570646921794,-4.3456441561381,-8.48749256134033,18.118797938029,18.1306622823079,0,113.802467346191,21.2330042521159,0.370370383063952,0,0.185185189048449,22.6759262084961,0.185185189048449,151.746032714844,1.22203703721364,6.46000003814697,250,48.3058420817057,44.6866671244303,0,105.555557250977,283.349039713542,0.0484400168061256,2.20487280686696,0.036651265497009,0.799245893955231,1.53751711050669,1.54778071244558,3.8607238928477,NA,0.952379500493407,NA
"111CY Moist Loam Plains",2315.42857142857,0,0.409407928295724,0.00688457142640292,0.397350921646341,0.612895227968693,0.553502222353762,0.0153673624248673,9.3506494924039e-05,0.000849335839179671,0.270113101785446,0.474071967717889,0.000225640444066859,0.275624301816736,0.000290476197343586,0.44937720091699,0.0118684805415619,0.766369229648262,2.5974027207726e-05,0.170296818807921,0.0260502167254711,3.63636380908164e-05,0.0133503407524149,0,986.355674842735,0.611967329855089,625.332345937754,0.377164123894332,0.0177563494405733,28.4012406584504,22.5601031811206,-4.38572633730901,-8.4860579503047,18.1242075090284,18.1215695467862,0,90.6245565042867,23.0725578580584,0,0.00432900436125792,0.0822510836379869,25.959590936636,0.0880230894529974,76.6101384286757,1.10053256773329,6.19469690942145,250,38.4444470095944,37.2387596229454,0,68.2036932908095,276.668712269176,0.0243934335970613,3.24321906171836,0.0215793013717834,0.782171146436171,1.55667678257088,1.55300958125622,3.8322112684126,NA,0.987997424140929,NA
"111CY Rich Sand Plains",3201.22222222222,0,0.132555827912357,0.00162962970272121,0.409339916374948,0.152589242491457,0.134157064888212,0.00880740756272442,8.88888931108846e-05,0.000433333347448044,0.146665446667208,0.910372416178385,0,0.0777249737746186,4.44444465554423e-05,0.175733463631736,0.000133333339666327,0.000488888860369722,0,0.443459659918315,0.57062433908383,4.44444465554423e-05,0.000311111125888096,0,993.744201660156,0.613484581311544,625.964084201389,0.379062987036175,0.0144262297681724,28.3986413743761,22.5837061140272,-4.41037887997097,-8.53654225667318,18.1598108079698,18.1587155659993,0,167.876543680827,6.46094192398919,0,0,0,16.0626543892754,0,232.333333333333,0.546711477968428,6.05626344680786,250,82.9617101881239,81.850343492296,0,212.825787862142,257.908416748047,0.0314789636888438,3.58994801839193,0.0256878004616333,0.783446384800805,1.55395566092597,1.55013561248779,3.85265326499939,NA,1.01506177677463,NA
"111CY Wet Floodplain Plains",2175,0,0.252899996936321,0.0180199998430908,0.163396663963795,0.229443335905671,0.525369450449944,0.155722856521606,0.00020000000949949,0.00674666668055579,0.168547779321671,0.627740800380707,0.000310000003082678,0.187272861599922,0.0016499999910593,0.658306673169136,0.000400000018998981,0.105000000447035,0,0.493399986531585,0,0,0.431800007820129,0.000400000018998981,971.536163330078,0.608819991350174,624.204895019531,0.370065033435822,0.0195680763572454,28.3723449707031,22.5829706192017,-4.26518678665161,-8.30536985397339,18.1488847732544,18.1544799804688,0,93.755558013916,7.35591387748718,0.777777791023254,0.200000002980232,0.577777802944183,37.6111106872559,0.777777791023254,248.055557250977,7.08272242546082,6.77100014686584,250,83.3802680969238,72.1944427490234,0,55.5555572509766,257.969253540039,0.0242470949888229,2.50194388628006,0.0137967360205948,0.802273541688919,1.55188846588135,1.56194907426834,3.89788496494293,NA,1.03099999483675,NA
"111CY Wet Loam Plains",2526.58695652174,0,0.321411611350334,0.0106653623971278,0.295269906034936,0.349549467229973,0.524225993324881,0.0837692857072081,6.08695681085405e-05,0.00103289855716234,0.355347501518934,0.583662828673487,5.8695653696423e-05,0.202891168791963,0.000134347831708905,0.471196462197796,0.00230825395809244,0.713968782655328,0,0.0914998355627809,0.0899679860778396,4.34782629346718e-05,0.103634782221533,8.69565258693436e-06,991.687243917714,0.61215770892475,628.136003577191,0.375588180578273,0.0144903416341707,28.4368200716765,22.6060441473256,-4.37168789946515,-8.49671332732491,18.1954161187877,18.1997960961383,0,119.266041133715,20.2886307135872,0,0.0241545898758847,0.714975855596688,33.9173352614693,0.797101461369058,135.312791575556,3.66834218346554,6.46058403927347,250,46.2685626900714,41.1012826587843,0,41.0703501701355,259.239840300187,0.0188678898089363,3.31030039942783,0.0169010892125737,0.786907446125279,1.5543155670166,1.56157966541207,3.8464321727338,NA,1.0014318143911,NA
"94AA Acidic Moist Sand Plains",2734.35714285714,0.0895298848128212,0.526877926928656,0.384777275579316,0.000892857139530991,0.548207840749196,0.212759649647134,0.186644282458084,0.143457313167996,0.470735134822982,0.137188373000494,0.0294762464639332,0.366536071257932,0.0696545937763793,0.710161143115589,0.120575914159417,2.85714299284986e-05,0,0.573114283482677,0,0,0.000857142864593438,0,0.447714284444893,826.358123779297,0.60226588164057,545.563363211496,0.42511801634516,0.129408885857889,26.6935063770839,19.6874351501465,-7.21823814937047,-11.8355721064976,15.0255908284869,15.0295886312212,0.531746036240033,186.865079334804,8.288660969053,0,0.0238095239869186,0,22.5168651853289,0.0238095239869186,201.4387751988,2.38097683872495,5.74877112252372,250,83.2066939217704,86.018671308245,0.976190477609634,77.7777772630964,319.721163068499,0.0245996441226453,2.91448641249112,0.0236349766741374,0.780051967927388,1.55186739138194,1.55397179297038,3.83137748922621,NA,1.02171428222209,NA
"94AA Acidic Peat Plains",4284,0.0803999975323677,0.262653350830078,0.332012534141541,0,0.218319997191429,0.334806680679321,0.657553374767303,0.428390145301819,0.467929989099503,0.0621466673910618,0.0106933331117034,0.447586685419083,0.0866400003433228,0.547111451625824,0.122019998729229,0.000800000037997961,0,0.000800000037997961,0,0,0,0,1,852.925415039062,0.604747295379639,557.458129882812,0.417093336582184,0.108137115836143,26.9668235778809,19.9368228912354,-7.06824970245361,-11.7497406005859,15.1857309341431,15.2198619842529,0,223.33332824707,24.4088897705078,0,0.888888895511627,0,136.222229003906,1,250,81.7388916015625,4.61111116409302,250,18.8118515014648,17.8577766418457,0,2.77777767181396,339.857025146484,0.00493943225592375,3.77904176712036,0.0267420690506697,0.783798098564148,1.5510379076004,1.56501114368439,3.85453987121582,NA,1.001600000076,NA
"94AA Dry Loam Plains",2190.86885245902,0.0463510303277156,0.637539899740063,0.254087574352495,0.00187822703804561,0.767199304748754,0.161493394279578,0.0896984530673897,0.0316359781370055,0.189542781225726,0.0499744463299752,0.0189945433502559,0.169173566029086,0.157117387860036,0.602757719696545,0.182220397669761,0.00165901639972065,4.59016415244732e-05,0.950137701801589,2.62295094425561e-05,1.3114754721278e-05,0.000124590166035246,3.93442641638342e-05,0.0427213112029751,837.367556712666,0.606851969586044,542.415640408876,0.430508449917934,0.120940517939505,26.5509545060455,19.7846427041976,-7.07500537497098,-11.6208263303413,15.1151467307669,15.1111478649202,0.055327869951725,100.260651854218,16.6293130292267,0,0.0454785834203978,0,22.0976014821256,0.0528233160005241,151.737388024565,3.81476054670381,6.03748171055903,248.382513577821,57.066803979092,62.9778065915968,0.206910470042561,220.264116756252,325.292510986328,0.0443553560123336,3.06126623222085,0.0438539741835633,0.787830080165238,1.54215846491642,1.53601358757644,3.855266813372,NA,0.994767209740172,NA
"94AA Dry Loam Slopes",3842.33333333333,0.0563795761360476,0.690191338459651,0.113356500864029,0.0156533342475692,0.641728649536769,0.117364442596833,0.0947533311943213,0.0134869846515357,0.092895558103919,0.0806333320215344,0.0695800011356672,0.118235178291798,0.180046620468299,0.479202856620153,0.245527779062589,0.0977333341725171,0.000400000018998981,0.95360000928243,0,0,0.000266666679332654,0.000533333358665307,0.00253333345366021,864.295267740885,0.61920299132665,531.655120849609,0.45172780752182,0.108652857442697,26.2476132710775,19.8568280537923,-6.7769676844279,-11.1410090128581,15.2140531539917,15.2251803080241,0.442105273405711,137.127095540365,18.3070278167725,0,0,0,14.6959063212077,0,178.444444020589,0.46611695488294,6.51758289337158,250,58.0832131703695,64.6194737752279,0.51617934803168,235.185185750326,297.367858886719,0.204412341117859,3.16592752933502,0.117863225440184,0.807082295417786,1.45117056369781,1.48269828160604,3.92208806673686,NA,1.0550666769656,NA
"94AA Dry Sand Plains",2481.12587412587,0.0302479068729929,0.599902335580412,0.196431883539145,0.000435291381407907,0.700435994805156,0.0510368701485735,0.0525464303514731,0.0259831673742461,0.437879880532049,0.100713519454393,0.073274027285902,0.114076907814878,0.101347575661029,0.522587945723867,0.10942615124143,0.00816223775427398,5.87412615313188e-05,0.85799160783368,0.000153846156268895,3.35664351607536e-05,0.081862937631346,7.27272761816328e-05,0.0462713283226154,847.7824856418,0.610236493440775,541.321945723954,0.43685982214821,0.11840854272559,26.5496886593479,19.7345299220585,-7.18533548941979,-11.6764843213808,15.073274258967,15.0754657291866,0.0389576475103418,230.494241354349,6.21019789847461,0,0.00696794245834951,0.00127976601357227,11.3380371557249,0.0225330230135184,243.270783537751,1.21659223474823,5.64063392319046,250,88.5352011193762,88.3008635727676,0.753639898699272,240.507640598537,340.584270450619,0.054042321208122,3.1210489131354,0.0489956230898811,0.788845670806778,1.53575993334497,1.5332547192807,3.85696878966752,NA,0.994606992671058,NA
"94AA Dry Sand Slopes",2354.57142857143,0.0100881229071612,0.643918207713536,0.20384807246072,0.000400000018998981,0.714363868747439,0.0738586748817137,0.0304609520161258,0.0171258691365698,0.352263210607426,0.0899584918682064,0.0666466210303562,0.13677033994879,0.112498388758727,0.53260785979884,0.107842390292457,0.000514285705451454,0,0.995085707732609,0,0,0.00188571427549635,5.71428598569972e-05,0.000857142897854958,837.149361746652,0.610970420496804,532.623452322824,0.438334179776055,0.118325271776744,26.2260526929583,19.5166258130755,-7.42262240818569,-11.8938556398664,14.8791839054653,14.8952901022775,0.035273368869509,206.952100481306,8.04698419570923,0,0.0307219645806721,0,12.5479512895857,0.0634920639651162,238,2.67411798664502,5.71336548668998,250,85.0531670706613,85.8930304391044,0.801846674510411,234.126983642578,355.034938267299,0.164282121828624,2.88962932143893,0.0966599945511137,0.800940564700535,1.48009889466422,1.4941143819264,3.74363105637687,NA,0.998399993471269,NA
"94AA Euic Moist Sand Plains",2603,0.0152000002563,0.452003329992294,0.405790835618973,0.00100000004749745,0.657630026340485,0.285680003464222,0.0891133323311806,0.0147999995388091,0.482299983501434,0.077982522547245,0.0533400001004338,0.220179051160812,0.101330000907183,0.6748066842556,0.177910000085831,0.00020000000949949,0,0.989800006151199,0,0,0,0.00020000000949949,0.0157999998191372,872.299224853516,0.60767862200737,563.111877441406,0.422212049365044,0.105101309716702,27.1990966796875,20.289080619812,-6.62120723724365,-11.1673412322998,15.5434074401855,15.6035866737366,0,222.666664123535,9.35000038146973,0,0,0,11.6666665077209,0.16666667163372,250,0.502777770161629,6.28333306312561,250,83.5528907775879,82.2533340454102,0,45.8333339691162,311.948837280273,0.0135768093168736,3.4056191444397,0.030074579641223,0.790240406990051,1.54784154891968,1.56369179487228,3.8820652961731,NA,1.00600000598934,NA
"94AA Euic Muck Plains",2684.96551724138,0.140820938186592,0.353987731296441,0.314860032036387,0.000678620713658567,0.311823658034976,0.25488240849869,0.493274528918595,0.263880513094623,0.351716387374648,0.095205321394164,0.0154339655198093,0.66324114388433,0.0738584164786955,0.609808118178927,0.0954654614344753,1.37931041034131e-05,1.37931041034131e-05,0.00786206921851584,0,4.13793123102394e-05,0.00106206899187688,2.75862082068262e-05,0.98982068793527,839.01881777007,0.60574392203627,546.109753838901,0.42900023069875,0.122620777066412,26.6847474986109,19.8036529935639,-7.05907565149768,-11.672155380249,15.1318182123118,15.1552966216515,0.0191570885222534,233.992336799358,11.3297049901609,0,0.88021779265897,0.0229885064322373,110.387659862124,0.908045982492381,242.241379310345,53.4534689311323,6.30985322491876,250,47.2533613073415,14.8069845068044,0.0651341008728948,16.6666669516728,306.907457022831,0.0211625310897442,3.29731544955023,0.0258211417460878,0.791067725625531,1.53874826842341,1.5607289240278,3.86621053465481,NA,0.998841377874387,NA
"94AA Euic Wet Sand Plains",4425,0.205636776983738,0.402493337790171,0.493301719427109,0.000266666679332654,0.329193338751793,0.314023822546005,0.329242552320162,0.126533336937428,0.314778231084347,0.200435551504294,0.00585777778178453,0.738584657510122,0.0677133351564407,0.619721134503682,0.134524444739024,0,0,0.000533333358665307,0,0,0,0.000266666679332654,0.996933321158091,813.012532552083,0.603596746921539,534.400939941406,0.425327787796656,0.125616463522116,26.2947324117025,19.7338689168294,-6.89891640345256,-11.4542929331462,15.0677293141683,15.0836998621623,0.0226337437828382,43.5637868245443,9.28628253936768,0,0,0,16.3127574920654,0.925925930341085,191.563786824544,0.915082295735677,6.92546494801839,250,78.8278834025065,83.5940475463867,0.0596707810958227,34.2592595418294,297.647603352865,0.0174423828721046,3.22061510880788,0.0186813951780399,0.780555506547292,1.54983611901601,1.56275427341461,3.85329635938009,NA,0.997733321196089,NA
"94AA Moist Floodplain Plains",3636,0.0459982967935503,0.513373041152954,0.242429971694946,0.00144000006839633,0.585225462913513,0.237475331127644,0.110381335765123,0.0318362509831786,0.323247200250626,0.0568426657468081,0.0562880279496312,0.411017036437988,0.134254667162895,0.622252172231674,0.250940796732903,0.000320000015199184,0,0.613679998740554,8.00000037997961e-05,0,0,0,0.387520005786791,842.971459960938,0.606573975086212,546.636840820312,0.43072794675827,0.12216816842556,26.6924201965332,19.9087791442871,-6.89582719802856,-11.4947399139404,15.2354724884033,15.2553022384644,0.111111116409302,163.919299316406,10.8762422561646,0.311111117899418,0.0888888895511627,0.0444444447755814,28.0194450378418,0.200000001490116,210.827035522461,7.78333047628403,5.43292083740234,250,55.3600578308105,60.668936920166,0.288888897001743,151.111112976074,301.337313842773,0.0456971943378448,2.74670958518982,0.0394586293026805,0.809079205989838,1.52205684185028,1.55045359134674,3.92179708480835,NA,1.00160000454634,NA
"94AA Moist Loam Plains",2347.125,0.092537178483326,0.524730732664466,0.320092762820423,0.00385229171934043,0.561626782640815,0.264998895581812,0.197881623404101,0.0667891372286249,0.267819283995777,0.115819511935115,0.0397450796881458,0.33023279812187,0.15822195680812,0.645355457440019,0.227152159903198,0.0580249989434378,0.000125000005937181,0.503074999782257,0,0,0.000125000005937181,0.000125000005937181,0.437749995937338,850.746952056885,0.610069137066603,543.677375793457,0.432347459718585,0.112124440260231,26.6155247688293,19.7701530456543,-7.15442863106728,-11.6830978393555,15.0890758037567,15.1009809374809,0.16666666790843,138.097222208977,16.3143741339445,0,0.0416666669771075,0,17.8767360076308,0.0555555559694767,123.18750038743,3.33403824223205,4.15926099196076,250,28.9602314829826,33.3353761434555,0.256944446824491,49.3055551052094,337.399157524109,0.0366433311646688,2.95355369150639,0.0349249327555299,0.796313777565956,1.54584252089262,1.54523379355669,3.87497943639755,NA,0.999224994680844,NA
"94AA Rich Sand Plains",2464.06666666667,0.0187595869505054,0.761629286739561,0.299032104843193,0.000141333336877223,0.779800805780623,0.0386082615716279,0.0349741443073274,0.0139159916295385,0.0918292311899778,0.0623063723530827,0.0109158296157451,0.101238508098241,0.161181019784676,0.578506374855836,0.172414742824104,0.0212088891744821,9.33333377664288e-05,0.968395552246107,5.33333358665307e-05,2.66666679332654e-05,0.000377777790547245,1.77777786221769e-05,0.0108800000226539,853.579881456163,0.615802292029063,532.45413140191,0.447260815236304,0.11412095170882,26.315710873074,19.5416810777452,-7.44009370803833,-11.8651746855842,14.9110891024272,14.9163206206428,0.883130959007475,238.097068617079,3.11257211367289,0,0.00370370373129845,0,7.10373043219248,0.00370370373129845,248.37283944024,1.82427040934563,5.20439256562127,250,93.2176155938043,92.0191665649414,0.992592593034109,247.83950636122,348.092515224881,0.0436896037569063,3.1313919822375,0.0446671271075805,0.786827410591973,1.53807416756948,1.53996561765671,3.86565447118547,NA,1.00105333035398,NA
"94AA Rich Sand Slopes",2679.6,0.0267897044774145,0.761720371246338,0.251581844687462,0.000240000011399388,0.74575080871582,0.0533247133716941,0.0124530254397541,0.00377208743593656,0.0543622250203043,0.0354818102903664,0.0172050142660737,0.0779705233871937,0.23036039210856,0.508717951178551,0.219586172699928,0.00588000027928501,0.000160000007599592,0.99864000082016,8.00000037997961e-05,0,0,4.00000018998981e-05,0.000120000005699694,860.176666259766,0.616490834951401,535.036138916016,0.451024788618088,0.117524795979261,26.4362632751465,19.6308847427368,-7.35125684738159,-11.7700593948364,14.9746673583984,14.9669273376465,0.879020470380783,250,3.05318646430969,0,0,0,10.7631579399109,0,250,1.58849219679832,5.2302351474762,250,94.1099578857422,92.8624328613281,1,250,349.141186523438,0.198312485218048,2.40409719944,0.101837614923716,0.815834641456604,1.47100208997726,1.46389328241348,3.70374250411987,NA,1.00492000111844,NA
"94AA Wet Floodplain Plains",2856.33333333333,0.176326568859319,0.263661615550518,0.305424891412258,0.00151666672900319,0.303453332434098,0.38890761633714,0.500122494995594,0.0927253312741717,0.273885267476241,0.0790388900786638,0.024162962877502,0.643687893946966,0.0474177782113353,0.516926119724909,0.16977539844811,0.000133333339666327,6.66666698331634e-05,0.15606666492143,0,0,0,0,0.844999998807907,840.240051269531,0.607811450958252,542.311645507812,0.428663820028305,0.114732436835766,26.5633894602458,19.6712004343669,-7.26021146774292,-11.748345375061,15.0147592226664,15.0279938379923,0.0370370373129845,244.703704833984,14.0514405568441,0.907407412926356,0.481481483827035,0.586419761180878,113.092592875163,0.925925930341085,250,26.8149380385876,6.38530858357747,250,67.6750729878743,40.8059867223104,0.0740740746259689,22.2222220102946,328.432195027669,0.0158717460969153,3.05645217498144,0.0148669241849954,0.787965555985769,1.55295280615489,1.56104292472204,3.8627096414566,NA,1.00126666373884,NA
"94AA Wet Loam Plains",2230.5,0.083314471039921,0.560792651772499,0.361915388703346,0.00111599999945611,0.434766599535942,0.310757623612881,0.218964325636625,0.0892973197624087,0.295597189664841,0.0786017786711454,0.0208726668905001,0.541200521588326,0.134647341817617,0.730820634961128,0.225715570896864,0.00191999997477978,8.00000037997961e-05,0.503240002854727,0,0,0,4.00000018998981e-05,0.506680000713095,838.210003662109,0.59979761838913,559.117169189453,0.42098226249218,0.131880386918783,27.0769145965576,20.090691947937,-6.67172031402588,-11.0931322097778,15.4707640647888,15.4967064857483,0.066666667163372,124.267028045654,16.9905591964722,0,0.232258060574532,0.133333334326744,46.7420707702637,0.788888901472092,192.266667175293,16.1588918685913,6.49889030456543,250,55.1432376861572,50.6452281951904,0.155555558204651,31.7810459136963,292.272148132324,0.0356150657869875,3.22099808454514,0.0342426559422165,0.777287048101425,1.52700898647308,1.55576372146606,3.84000704288483,NA,1.0119600035483,NA
"94AB Acidic Moist Sand Plains",2122.20833333333,0.190263083010601,0.314799343546232,0.375066970630238,0.00018083334119486,0.263937185440833,0.207970614855488,0.352844946241627,0.198986956190007,0.668241354636848,0.332435763285806,0.0397090684564319,0.480781846990188,0.0378756431582588,0.584939353788892,0.0897541118320078,0.000191666670919706,1.66666674582909e-05,0.0466333333315561,8.33333372914543e-06,0,0.077166666664804,0.000108333338478891,0.871541668544523,786.198492685954,0.587533539781968,551.617926279704,0.395468479643265,0.138843687716872,26.9245575269063,19.9497181971868,-7.19418267409007,-12.0180832942327,15.1805488864581,15.1849685311317,0.354902044559519,188.870692412059,7.99193932364384,0,0.0175438597798347,0.00109649123623967,22.8156381845474,0.128228347127636,200.055945237478,2.10869876792034,5.74547429879506,250,84.2741656303406,88.168263276418,0.870017271488905,65.4127056201299,275.271480560303,0.0150759152359872,3.09648750474056,0.014659557127743,0.785190671682358,1.55852525681257,1.55897371222575,3.84223422408104,NA,0.99566666855147,NA
"94AB Acidic Peat Plains",2227,0.0758146025240421,0.159796887636185,0.288707190752029,0.0024320000782609,0.140278667770326,0.173566111922264,0.694032150506973,0.36946819126606,0.465438976883888,0.11355263069272,0.0317693331278861,0.277586263418198,0.039904204569757,0.340677523612976,0.0592888899147511,0.000240000011399388,0,0.000320000015199184,0,8.00000037997961e-05,0.00840000039897859,0.000240000011399388,0.978720009326935,795.074426269531,0.590758895874023,550.778552246094,0.39786092042923,0.130738028883934,26.8733558654785,19.673999786377,-7.56817417144775,-12.4371837615967,14.9035144805908,14.9194812774658,0.0222222223877907,219.711112976074,20.1280029296875,0,0.888888895511627,0,115.088890075684,0.888888895511627,223.066667175293,54.0975818634033,4.21143159866333,250,28.8852423667908,12.8170624732971,0.0444444447755814,6.66666641235352,339.466259765625,0.0101024652132764,3.39708352088928,0.0210023837862536,0.780882823467255,1.54891953468323,1.56517660617828,3.85027260780334,NA,0.988000009767711,NA
"94AB Acidic Wet Sand Plains",4451,0.0973999984562397,0.237620003521442,0.261546671390533,0.000920000020414591,0.237279996275902,0.158163327723742,0.447691112756729,0.197550006210804,0.731283336877823,0.368489265441895,0.0940099973231554,0.284440003335476,0.0377100007608533,0.289051897823811,0.06063666427508,0.00020000000949949,0,0.00120000005699694,0,0,0.0247999988496304,0,0.902599990367889,800.124877929688,0.594243407249451,545.101470947266,0.394452929496765,0.112954426556826,26.6696262359619,19.5590648651123,-7.63718914985657,-12.5127348899841,14.839674949646,14.8635573387146,1,250,6.62662553787231,0,0,0,28.508487701416,0.901234567165375,250,2.49515438079834,5.45113587379456,250,90.3483848571777,86.5476264953613,1,17.438271522522,299.521224975586,0.0289044340606779,3.10369503498077,0.0124262883327901,0.801932275295258,1.5158417224884,1.56648296117783,3.90306842327118,NA,0.928799989284016,NA
"94AB Dry Loam Plains",1922.32075471698,0.123689854473649,0.472985851595987,0.247391519048866,0.001965359611138,0.524057002140666,0.190592083939404,0.141204695111879,0.0666509530208302,0.43449245590084,0.175990085697399,0.0505483230479272,0.348601770288539,0.137856653065614,0.611856509492082,0.117063719814397,0.0161056607645356,3.77358508489604e-05,0.590324527843205,0,0,0.0390188678448914,3.01886806791683e-05,0.35823396253751,786.709022378022,0.58462874619466,558.692557856722,0.389433177574626,0.140574276025565,27.1490441448284,20.0647579768919,-7.17141975546783,-12.0699313901505,15.287573454515,15.2808645176438,0.0188679250906099,102.188953183732,21.1589130118208,0,0.0440251579824484,0,22.2413142492186,0.0607966468581614,108.431204741856,3.6513750828662,5.95077918610483,250,51.4705104468004,55.3546429760051,0.178799136910798,203.269992900345,281.308899789486,0.0515366343535342,2.78115363643979,0.0382958675892848,0.790132540576863,1.53946715480876,1.5394322602254,3.8442882636808,NA,1.00375094352167,NA
